355375088443517,Apple-iPhone7Plus-MatteBlack,D+,0,170,229
355834084389702,Apple-iPhone7Plus-MatteBlack,D+,0,132,49
355835082376443,Apple-iPhone7Plus-MatteBlack,D+,0,154,52
355836084516705,Apple-iPhone7Plus-MatteBlack,D+,0,196,174
355839089230785,Apple-iPhone7Plus-MatteBlack,D+,0,411,336
355839089230785_old,Apple-iPhone7Plus-MatteBlack,D+,0,740,350
355841085645875,Apple-iPhone7Plus-MatteBlack,D+,0,1164,137
355843088473982,Apple-iPhone7Plus-MatteBlack,D+,0,69,43
356695080078816,Apple-iPhone7Plus-MatteBlack,D+,0,57,59
356696080637007,Apple-iPhone7Plus-MatteBlack,D+,0,156,60
356696082228243,Apple-iPhone7Plus-MatteBlack,D+,0,131,85
356696084308779,Apple-iPhone7Plus-MatteBlack,D+,0,87,65
356696088362335,Apple-iPhone7Plus-MatteBlack,D+,0,166,44
356697083426380,Apple-iPhone7Plus-MatteBlack,D+,0,153,78
359173076297417,Apple-iPhone7Plus-MatteBlack,D+,0,117,70
359175072955427,Apple-iPhone7Plus-MatteBlack,D+,0,372,299
359176071927003,Apple-iPhone7Plus-MatteBlack,D+,0,182,57
359177070907483,Apple-iPhone7Plus-MatteBlack,D+,0,168,47
359178074701385,Apple-iPhone7Plus-MatteBlack,D+,0,348,67
359179073673351,Apple-iPhone7Plus-MatteBlack,D+,0,106,50
359180074086981,Apple-iPhone7Plus-MatteBlack,D+,0,174,67
359468084139498,Apple-iPhone7Plus-MatteBlack,D+,0,154,33
359472083323665,Apple-iPhone7Plus-MatteBlack,D+,0,148,120
359476082102236,Apple-iPhone7Plus-MatteBlack,D+,0,265,197
352999096005894,Apple-iPhone8-Red,D+,43,52,56
352999099660828,Apple-iPhone8-Red,D+,130,10,19
353001096151148,Apple-iPhone8-Red,C,9,2,8
353001098895288,Apple-iPhone8-Red,D+,81,10,27
353001099098262,Apple-iPhone8-Red,D+,20,3,14
353002096090724,Apple-iPhone8-Red,C,15,4,6
353002096217681,Apple-iPhone8-Red,D+,61,1,9
353002096456636,Apple-iPhone8-Red,D+,201,198,48
354889090183938,Apple-iPhone8-Red,C,5,7,5
354889090796283,Apple-iPhone8-Red,D+,66,14,1
354891091624233,Apple-iPhone8-Red,D+,34,8,3
354891097926335,Apple-iPhone8-Red,C,13,3,2
354892091404618,Apple-iPhone8-Red,D+,96,37,52
354892091636045,Apple-iPhone8-Red,D+,71,11,8
354892093411157,Apple-iPhone8-Red,D+,41,9,5
354893091510206,Apple-iPhone8-Red,D+,45,1,1
354894090156769,Apple-iPhone8-Red,D+,25,0,13
354894091510071,Apple-iPhone8-Red,D+,71,44,103
354894092541042,Apple-iPhone8-Red,D+,18,2,8
354896091553522,Apple-iPhone8-Red,D+,49,7,5
352979092073617,Apple-iPhone8Plus-Gold,D+,0,40,16
353009094903089,Apple-iPhone8Plus-Gold,D+,0,31,9
353010091762239,Apple-iPhone8Plus-Gold,D+,0,52,22
356712086586088,Apple-iPhone8Plus-Gold,D+,0,71,90
356715087934124,Apple-iPhone8Plus-Gold,D+,0,44,51
353009098303914,Apple-iPhone8Plus-Red,D+,19,4,65
356110092792156,Apple-iPhone8Plus-Red,D+,33,3,12
356117094143452,Apple-iPhone8Plus-Red,D,10,4,44
356118090113069,Apple-iPhone8Plus-Red,D,13,4,41
358692091243636,Apple-iPhone8Plus-Red,D,25,9,26
354889092766656,Apple-iPhone8-SpaceGray,B,2,0,7
354890090851326,Apple-iPhone8-SpaceGray,D+,16,1,10
354894092176708,Apple-iPhone8-SpaceGray,D,12,11,10
354896098573937,Apple-iPhone8-SpaceGray,C,6,6,5
354897099282908,Apple-iPhone8-SpaceGray,C,12,4,2
356698083011941,Apple-iPhone8-SpaceGray,D+,21,1,7
356701080550919,Apple-iPhone8-SpaceGray,D,7,1,31
356704082565323,Apple-iPhone8-SpaceGray,C,13,1,2
356704088467409,Apple-iPhone8-SpaceGray,B,4,1,4
356707083847319,Apple-iPhone8-SpaceGray,D+,6,0,50
352979094541165,Apple-iPhone8Plus-SpaceGray,D,3,8,12
352979096041370,Apple-iPhone8Plus-SpaceGray,D,2,5,27
352980090844637,Apple-iPhone8Plus-SpaceGray,D,8,11,9
352981098354710,Apple-iPhone8Plus-SpaceGray,D+,4,5,22
352982097956174,Apple-iPhone8Plus-SpaceGray,D+,3,0,5
352983090606808,Apple-iPhone8Plus-SpaceGray,D+,2,9,14
352983097821814,Apple-iPhone8Plus-SpaceGray,D+,1,12,2
353013093681217,Apple-iPhone8Plus-SpaceGray,D+,8,6,13
353013094656630,Apple-iPhone8Plus-SpaceGray,D+,4,10,23
353013094763691,Apple-iPhone8Plus-SpaceGray,D,6,9,31
356114092795094,Apple-iPhone8Plus-SpaceGray,D+,6,9,6
356708081011262,Apple-iPhone8Plus-SpaceGray,D,15,7,15
356708084084779,Apple-iPhone8Plus-SpaceGray,D,5,6,28
356710081323960,Apple-iPhone8Plus-SpaceGray,D,3,12,25
356712080621055,Apple-iPhone8Plus-SpaceGray,D+,6,12,30
356712081299604,Apple-iPhone8Plus-SpaceGray,D+,4,8,13
356712083664243,Apple-iPhone8Plus-SpaceGray,D,8,8,8
356713084033453,Apple-iPhone8Plus-SpaceGray,C,0,3,5
356715080744942,Apple-iPhone8Plus-SpaceGray,D+,82,33,59
356717083048156,Apple-iPhone8Plus-SpaceGray,D,2,6,14
353054098371917,Apple-iPhoneX-Silver,D+,2,0,34
354839095556513,Apple-iPhoneX-Silver,D,12,1,70
354841093144383,Apple-iPhoneX-Silver,D,1,5,43
356723089072075,Apple-iPhoneX-Silver,D+,57,0,21
356725084651068-broken,Apple-iPhoneX-Silver,D,68,0,20
353050098718545,Apple-iPhoneX-SpaceGray,D,9,1,23
353056099110269,Apple-iPhoneX-SpaceGray,C,4,0,19
353057098925590,Apple-iPhoneX-SpaceGray,D+,6,0,25
353057099100623,Apple-iPhoneX-SpaceGray,D,1,1,18
353058093863562,Apple-iPhoneX-SpaceGray,D,11,3,31
353058097775051,Apple-iPhoneX-SpaceGray,D+,6,0,22
353058098071054,Apple-iPhoneX-SpaceGray,D+,20,0,26
354839093249780,Apple-iPhoneX-SpaceGray,D,0,1,75
354842094364145,Apple-iPhoneX-SpaceGray,D+,23,0,40
354843090622726,Apple-iPhoneX-SpaceGray,D+,23,0,21
354844095875715,Apple-iPhoneX-SpaceGray,D,5,3,25
354845091761122,Apple-iPhoneX-SpaceGray,D+,4,0,37
354848093985665,Apple-iPhoneX-SpaceGray,B,3,0,10
354856093658646,Apple-iPhoneX-SpaceGray,D,8,1,16
356719089713759,Apple-iPhoneX-SpaceGray,D+,5,0,57
356721082900110,Apple-iPhoneX-SpaceGray,D+,14,0,19
356721084028712,Apple-iPhoneX-SpaceGray,C,9,0,15
356723083433034,Apple-iPhoneX-SpaceGray,D+,1,0,20
356723088279077,Apple-iPhoneX-SpaceGray,D,10,0,10
356725083626434,Apple-iPhoneX-SpaceGray,D+,15,0,18
356725087695971,Apple-iPhoneX-SpaceGray,B,5,0,9
356726080062938,Apple-iPhoneX-SpaceGray,D+,27,0,19
356727080032731,Apple-iPhoneX-SpaceGray,D+,9,0,13
356727080285107,Apple-iPhoneX-SpaceGray,D+,3,0,23
356727082558238,Apple-iPhoneX-SpaceGray,D,10,1,12
